评论名称,评分星级,评论内容,评论时间
羊咸咸,s-star5,大摆锤，基本上每次玩儿都会有很多的人，发出尖叫声，每次大摆锤开启的时候也会有很多的人驻足围观，看在上面的人发出惊叫声，乐此不疲！过山车🎢也有很多人排队，好像没有大摆锤人气高，但是排队的人气可是高很多的！宋城杭州乐园在9点的时候，会有一个开幕秀的表演，中间还有机器人出来，二次元的coser们还表演高空吊威亚，配合上音乐，总之是非常酷炫了。乐园里面有各种活动也有各种美食！来这里可以吃吃喝喝一整天哇～,2018-03-30 03:22:54
穿长靴的猫,s-star5,宋城杭州乐园在9点的时候，会有一个开幕秀的表演，到时候各种二次元的cos们都来到这里，为我们举办一场欢迎的秀，中间还有机器人出来，二次元的coser们还表演高空吊威亚，配合上音乐，总之是非常酷炫了。开幕式之后，就可以进园了，这次是主打二次元的主题，所以大家换上了cos的衣服然后直奔乐园里面。大摆锤，基本上每次玩儿都会有很多的人，发出尖叫声，大摆锤摆起来，到最高点的时候，差不多有90度的，突然下来的时候，也是人叫的最多的时候。过山车，这个大概是整个儿乐园里面的速度与激情，排队的人比游乐场里面任何一个项目都要多，最喜欢大概就是这个了。恐怖马戏船，其实这里不太恐怖，但是氛围就让大家提心吊胆起来。双层的音乐旋转木马，是每个人都喜欢的梦幻游乐设施，坐上去仿佛置身在浪漫的童话国度。跳楼机没有旋转的360，但是它有极速的下降，居大的失重感，会让人无所适从，从而需要大声尖叫来释放心中的压力。激流勇进，玩儿这个项目，你必须要穿好你的雨衣，不然你一定话从头湿到脚的，这个我很喜欢玩，冲下去的那一刻，溅起水花，好好儿，只有刺激一点也不会害怕。,2018-03-30 01:09:12
灵光旅行,s-star5,"如果你喜欢重口味,喜欢体验惊悚感觉的朋友一定不能错过这个全世界最恐怖的互动秀，《恐怖马戏船》其惊奇程度堪比恐怖片情节！入场后会有小丑摇着催命一样的手摇铃赶着游客走，总共分3条路线跟着不同NPC破解离奇死亡案件。每位游客都是演员，搞不好会被小丑抓到笼子里关起来哦！就问你怕不怕！",2018-03-27 15:29:54
小肚肚,s-star4,不要周末或节假日去，会人少很多。,2018-03-19 20:14:34
╭⌒半夏微凉ˊ,s-star5,去过好几次了，3月份搞活动又去了一次，淘宝店买票的，很划算https://traveldetail.taobao.com/item.htm?spm=a1z38n.10677092.0.0.31361debNYPXcY&id=565706188516&,2018-03-13 16:36:13
宋城旅游,s-star5,杭州乐园为游客免费提供数万套二次元服饰、卡通道具及动漫彩绘，穿戴二次元装备可随时享受五大穿越特权，热门项目免排队、商铺消费折扣大、互动演出共参与、精美礼品送不停、完成穿越获勋章，完成一次现实生活中不可能实现的动漫穿越之旅。 人手一张穿越卡，完成穿越有惊喜游客在进入乐园之前将随机得到一张穿越卡，按照穿越卡变身各色动漫人物，享受游园独家线路的优先权。每位游客都将成为二次元世界中的一员，跟着穿越线索完成自己的穿越任务，完成穿越任务有惊喜。,2018-03-01 16:49:17
dorisjay,s-star3,设施还行，大摆锤最吓人了，海盗船一点感觉都没有，过山车设备不太好，撞得我骨头痛,2018-02-13 08:56:17
郝地瓜Cynthia,s-star5,老辈人的心目中，游乐园就是一个哄孩子的地方，如今随着社会的发展，游乐场所已不再单单是孩子们的天下了，越来越多的成年人逐渐走出束缚，来游乐场寻求乐趣，释放压力。杭州乐园，资深的老牌杭州游乐场，就像磁铁一样，年年日日，吸引着各地的游客慕名而来。一般的过山车几乎每个公园都有，而杭州乐园里的过山车，坐一次就会使你终生难忘，作为乐园的主打项目，一进门首先看到的就是悬挂过山车，好似一条盘缠交错的巨龙，悬挂在轨道上。四周空荡荡的，没有一丝支撑点。当你坐上去的时候，红色的巨龙瞬间腾起，上下翻飞，那种空中翱翔，傲视天下的感觉会让你回味无穷。如果说过山车给你带来的是快感，那风神之手带给你的就是刺激和奢华，杭州乐园斥巨资为游人精心打造的这一游乐项目，独特的设计和构造，让每一位坐上去的游人眼花缭乱，绚烂多彩的灯光迷失了双眼，只留脑海中富丽堂皇的景象。妖魔鬼怪，似乎只是神话中的传说，杭州乐园每逢秋天举办的万圣节活动，活生生的把电视剧中的鬼怪搬到了幕前，龇牙咧嘴，面目狰狞的小鬼令人毛骨悚然，不寒而栗。整个万圣节期间，乐园处处弥漫着“恐怖”气息，近距离的接触，极大的挑战着勇敢者的心理极限，此起彼伏的尖叫声乐园披上了一层神秘的轻纱。全民健身的今天，大妈们每天乐此不彼跳着流行的广场舞，可你见过丧尸舞吗 ，就在杭州乐园的万圣节，一个个面目可憎的丧尸，竟然也都翩翩起舞，自娱自乐，引发游人哈哈大笑的同时，又不失时机的告诉天下人一个亘古不变的哲理，谁都有享受快乐的权利。杭州乐园，全新的旅游，休闲，度假圣地，给已经就有“天堂”美誉的杭州再添色彩。,2018-01-16 12:54:01
鱼慢慢,s-star5,跟欢乐谷差不多的地方 排队情况也还好 如果没去过还是直接去这里吧 上海排队实在太吓人了,2018-01-11 17:34:23
飞彩,s-star5,万圣节的时候去的，玩的很嗨，不过不建议节日去，人太多，坐过山车排队2小时，平常周末去不错,2017-12-31 21:36:37
奔跑的小东东,s-star5,走进云曼温泉，风景宜人，草木葱郁、石径回廊、亭台楼宇，以致于走在木质栈道上，还幻想着这是走进了江南某个园林。目前云曼温泉有四大区域，分别是原汤部落、湘居花舍、天竺草堂等区域，区域内共分布着33个泡池，每个池子各有风格，既有露天温泉也有室内，既有日式的清幽，也有东南亚的轻纱曼舞。根据自己的爱好，随意进行选择~每当夜幕降临，云曼温泉成了另一番景象，皓月当空，这里近万只色彩斑斓的灯饰、数十组巧夺天工的萌宠造型灯，将温泉点缀成绚丽银河，漫舞在芬芳四溢的百花泡池，犹如看一场声光电结合的浪漫灯光大秀。云曼温泉与别处温泉有所不同，这里不仅仅融入了酷炫的灯光，还融入了宋城的演艺特色。《Superman灯舞秀》、《热恋的disco》、《仙女飞天秀》、《酷炫电音秀》、《小丑滑稽秀》等精彩水舞秀在温泉池旁魅力上演，静谧灯火与曼妙身姿相互交织，仿若人间仙境如梦似幻。,2017-12-26 08:29:31
麻小薯,s-star5,大部分是露天温泉、还有一些半露天和室内的温泉池。诺大的温泉区域散落着33个功能各异的温泉池，每个都主打不同的养生特色。雨林气泡泉、原汤部落、湘剧花舍、天竺草堂四大区域，走到哪泡到哪，可无限次享受，怕是泡一天都不够。休息室里提供毛巾、浴衣、拖鞋、冲淋房、吹风机、手机防水袋……考虑非常周到，建议在房间换好泳衣穿套浴袍就可以去泡温泉了，对于住店客人来说非常方便。不同温泉养生功能也不同，有活血的、祛湿的、美白的……最喜欢一个个温泉池换着泡，个人最推荐红酒池和首乌池，对于消除疲劳和解除压力非常有效。云曼温泉与其他温泉最大的区别在于，在芬芳四溢的百花泡池，还能边泡温泉边看一场声光电结合的浪漫灯光秀，《Superman灯舞秀》、《热恋的disco》、《仙女飞天秀》、《酷炫电音秀》、《小丑滑稽秀》等精彩水舞秀在温泉池的舞台上魅力上演。温泉消耗的能量和水分太多，泡完温泉，别忘记来一顿特色的创意养生温泉小火锅。,2017-12-24 12:24:38
小雪儿,s-star5,这里大大小小的泡池多达几十个，每个的功效都不相同，选一个喜欢的池子泡上一泡，不仅缓解疲劳还可以促进血液循环。室内的温泉池都是主打中药养生主题，主要有当归池、人参池等。温泉内的亲子文化深入人心，儿童泡池、儿童浴袍等的亲子泡汤产品、儿童水上活动、风情表演等的亲子泡汤活动为家庭泡汤营造了浓厚的亲子氛围。夜晚的云曼温泉像是一个童话王国，成千上万只璀璨闪耀的灯光像一个个暗夜小精灵照亮了整个区域，为云曼温泉带来了神秘梦幻的气氛。每晚上演的电音灯光舞蹈秀十分能带动现场的气氛，让你在泡汤的同时，还能欣赏到这么拉风的表演。每一个表演会持续十几分钟，然后停隔十几分钟会继续下一个表演。有些表演的演员还会和泡温泉的观众一起互动，然后为大家送来气球编织的小礼物，比较受小朋友们的欢迎。大家纷纷拿出手机拍照拍视频分享到朋友圈，让很多没有来到现在的朋友也能一起感受这样变幻莫测的神秘力量。潮流电音、浪漫灯光、梦幻水舞百秀集结，云曼温泉绝对可以给你带来一场视觉盛宴。除了优质的温泉养生设施和风情表演，杭州云曼温泉的休息大厅备有茶饮，还有一些保健按摩项目：比如推拿，泡累了，可以披上浴巾，吃着水果做按摩，让身体得到放松。或者品尝一下全新打造的温泉养生小火锅。在宽敞明亮的榻榻米区域，一人一锅，是一番更加惬意的享受。,2017-12-22 17:48:55
阿陆,s-star5,至尊亲子房，很适合一家三口居住，宋城配套的吃喝玩乐，还有温泉，完美！,2017-12-18 11:02:48
旅行小飞侠,s-star4,宋城杭州乐园，一年四季活动不断，有花痴节、肚兜节、面具节等主题活动。而最近，精彩刺激的“见鬼节”正如火如荼。园区拥有悬挂过山车、雨神之锤、风神之手、激流勇进、双海盗船、大摆锤、穿越云霄、丛林迷旋、幽灵鬼船、缆车等数十项惊险刺激的大型游乐项目，虫虫特工队、音乐船、碰碰车等数十项生动有趣的儿童游乐项目，更有《穿越快闪秀》、《小丑嘉年华》等数十项互动表演。感觉一天的时间是玩不完的，最好错开节假日高峰,2017-10-16 16:58:39
临江听雨,s-star4,杭州乐园想必大家都知道，它是杭州宋城旅游区四大公园之一，而杭州乐园恰恰也是位于湘湖畔。这是一座主题游乐园，我们去的时候刚好是杭州乐园的见鬼节，寓意“让一切烦恼见鬼去”。整个乐园就变成了一座“鬼”城，在路旁可以看到站着的孟婆，黑白无常还有僵尸。外国的丧尸，吸血鬼，中国的妖怪齐聚一堂，为这个乐园增添了一丝“鬼”气。置身杭州乐园，体验游乐项目，看看鬼怪表演，一天的时间也就显得短暂了。沉浸于萧山的两天时间，带给我的感受是欢乐，放松，整个心灵都是打开的状态。因为那些可爱的小伙伴，更因为萧山所带给我的那种放松的感觉。,2017-10-16 16:34:19
沐淡然,s-star3,杭州乐园应该是大家耳熟能详的地方了，不论是亲子，朋友，家庭出游都合适。,2017-10-16 13:06:27
“Dean”小锋,s-star1,就是有杭州千古情值得一看，其他，真不要抱太高期望，千万别住景区酒店！！！！,2017-10-11 17:44:26
vincent,s-star4,在第一世界酒店里面，应该是个人工的温泉，池子挺多，服务也不错,2017-10-07 23:13:30
赤脚童,s-star5,宋城，集文化交流，娱乐活动，休闲艺术，精彩表演为一体的地方，四大千古情之一的宋城千古情，美轮美奂，里面的美食和娱乐项目也都非常棒，值得一去,2017-09-22 15:00:01
